48,3,1 ,21 ,  21 ,  21
49,3,1 ,221 ,  196 ,  142
50,3,1 ,244 ,  244 ,  244
51,3,3 ,100 ,  103 ,  101
53,3,1 ,244 ,  244 ,  244
55,3,1 ,166 ,  83 ,  34
57,3,1 ,100 ,  103 ,  101
59,3,1 ,244 ,  244 ,  244
60,3,1 ,166 ,  83 ,  34
61,3,1 ,0 ,  74 ,  45
62,3,1 ,21 ,  21 ,  21
63,3,1 ,0 ,  74 ,  45
0,4,1 ,244 ,  244 ,  244
3,4,273 ,166 ,  83 ,  34
6,4,1 ,100 ,  103 ,  101
7,4,3 ,21 ,  21 ,  21
9,4,1 ,100 ,  103 ,  101
10,4,1 ,21 ,  21 ,  21
11,4,1 ,166 ,  83 ,  34
12,4,15 ,244 ,  244 ,  244
16,4,51 ,244 ,  244 ,  244
18,4,1 ,160 ,  161 ,  159
19,4,273 ,247 ,  209 ,  18
20,4,1 ,166 ,  83 ,  34
21,4,1 ,21 ,  21 ,  21
22,4,1 ,244 ,  244 ,  244
23,4,1 ,100 ,  103 ,  101
24,4,3 ,244 ,  244 ,  244
26,4,1 ,247 ,  209 ,  18
27,4,1 ,221 ,  196 ,  142
28,4,1 ,166 ,  83 ,  34
30,4,1 ,244 ,  244 ,  244
31,4,3 ,247 ,  209 ,  18
33,4,1 ,166 ,  83 ,  34
34,4,3 ,247 ,  209 ,  18
36,4,1 ,166 ,  83 ,  34
39,4,1 ,244 ,  244 ,  244
40,4,3 ,221 ,  196 ,  142
42,4,3 ,247 ,  209 ,  18
44,4,1 ,160 ,  161 ,  159
45,4,1 ,244 ,  244 ,  244
46,4,1 ,166 ,  83 ,  34
47,4,1 ,160 ,  161 ,  159
48,4,1 ,244 ,  244 ,  244
49,4,1 ,166 ,  83 ,  34
50,4,1 ,244 ,  244 ,  244
51,4,1 ,100 ,  103 ,  101
52,4,1 ,166 ,  83 ,  34
53,4,1 ,247 ,  209 ,  18
54,4,1 ,0 ,  74 ,  45
55,4,1 ,160 ,  161 ,  159
57,4,17 ,166 ,  83 ,  34
58,4,1 ,160 ,  161 ,  159
59,4,3 ,0 ,  74 ,  45
61,4,3 ,100 ,  103 ,  101
63,4,1 ,166 ,  83 ,  34
0,5,1 ,21 ,  21 ,  21
1,5,1 ,0 ,  74 ,  45
2,5,1 ,247 ,  209 ,  18
4,5,1 ,247 ,  209 ,  18
5,5,1 ,21 ,  21 ,  21
6,5,1 ,100 ,  103 ,  101
7,5,1 ,244 ,  244 ,  244
8,5,1 ,166 ,  83 ,  34
9,5,1 ,160 ,  161 ,  159
10,5,3 ,244 ,  244 ,  244
12,5,17 ,247 ,  209 ,  18
13,5,3 ,244 ,  244 ,  244
15,5,1 ,166 ,  83 ,  34
18,5,1 ,244 ,  244 ,  244
20,5,1 ,252 ,  195 ,  158
21,5,17 ,244 ,  244 ,  244
22,5,17 ,252 ,  195 ,  158
23,5,7 ,247 ,  209 ,  18
26,5,1 ,221 ,  196 ,  142
27,5,1 ,252 ,  195 ,  158
28,5,17 ,244 ,  244 ,  244
29,5,1 ,166 ,  83 ,  34
30,5,1 ,247 ,  209 ,  18
31,5,1 ,166 ,  83 ,  34
32,5,1 ,100 ,  103 ,  101
33,5,1 ,166 ,  83 ,  34
34,5,1 ,247 ,  209 ,  18
35,5,1 ,166 ,  83 ,  34
36,5,1 ,247 ,  209 ,  18
38,5,1 ,160 ,  161 ,  159
39,5,273 ,247 ,  209 ,  18
40,5,3 ,166 ,  83 ,  34
42,5,1 ,100 ,  103 ,  101
43,5,1 ,21 ,  21 ,  21
44,5,1 ,247 ,  209 ,  18
45,5,17 ,166 ,  83 ,  34
46,5,1 ,21 ,  21 ,  21
47,5,1 ,100 ,  103 ,  101
48,5,17 ,247 ,  209 ,  18
49,5,1 ,166 ,  83 ,  34
50,5,1 ,221 ,  196 ,  142
51,5,1 ,244 ,  244 ,  244
